IDP	GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
C256_222	IGF1	12	102789645	102875563	152	22	33404	5.679	6.7753e-09
C256_222	PITPNM2	12	123468027	123635376	186	24	33422	5.7388	4.7671e-09
C256_222	MPHOSPH9	12	123640943	123717785	205	11	33462	5.88	2.051e-09
C256_222	NUMBL	19	41171810	41196556	74	15	33348	6.7117	9.6179e-12
C256_222	RAB4B	19	41283670	41302849	65	12	33433	6.4578	5.3116e-11
C256_226	CCDC53	12	102406717	102455902	104	16	33464	6.7458	7.6088e-12
C256_226	NUP37	12	102467967	102514025	101	16	33488	6.7501	7.3873e-12
C256_226	PARPBP	12	102513956	102591298	154	15	33470	5.9693	1.191e-09
C256_229	ZIC4	3	147103835	147124596	33	9	33403	7.1786	3.5216e-13
C256_229	ZIC1	3	147127181	147134506	10	6	33365	6.8481	3.7419e-12
C256_23	EPHA3	3	89156674	89531284	689	27	33355	6.0281	8.2964e-10
C256_231	ZFHX4	8	77593515	77779521	368	32	33430	5.904	1.7741e-09
C256_231	CCDC53	12	102406717	102455902	104	16	33463	5.8579	2.3445e-09
C256_231	NUP37	12	102467967	102514025	101	16	33487	5.673	7.0155e-09
C256_231	PARPBP	12	102513956	102591298	154	15	33469	6.1177	4.7472e-10
C256_232	ZIC4	3	147103835	147124596	33	9	33403	7.5618	1.9873e-14
C256_232	ZIC1	3	147127181	147134506	10	6	33365	6.7066	9.9627e-12
C256_232	SHFM1	7	96318079	96339203	52	10	33438	6.486	4.4083e-11
C256_233	PQLC3	2	11295498	11319000	81	15	33074	6.8954	2.6866e-12
C256_233	ROCK2	2	11319894	11484711	413	18	33474	6.3604	1.0061e-10
C256_233	GMNC	3	190570526	190610190	95	18	33314	5.6084	1.0208e-08
C256_233	CASC10	10	21783421	21786213	5	3	33361	7.2017	2.9743e-13
C256_233	MLLT10	10	21813540	22032559	204	30	33342	7.3	1.4388e-13
C256_233	FAT3	11	92047446	92629636	1252	55	33376	6.0494	7.2713e-10
C256_233	CCDC88C	14	91737667	91884188	436	58	33350	6.549	2.8965e-11
C256_233	SMEK1	14	91923955	91976898	131	10	33441	7.6334	1.1435e-14
C256_233	GNA13	17	63005407	63052920	24	6	33131	5.9976	1.0014e-09
C256_233	BCL2L1	20	30252261	30311752	89	8	33309	6.2832	1.6578e-10
C256_233	TPX2	20	30326904	30389605	104	10	33466	6.1792	3.2212e-10
C256_233	MYLK2	20	30407115	30422500	42	7	33467	5.8651	2.2443e-09
C256_237	ZIC4	3	147103835	147124596	33	9	33403	5.7957	3.4019e-09
C256_237	SSH2	17	27952956	28257231	400	17	33435	6.0043	9.6062e-10
C256_238	EEF1E1	6	8073593	8102828	87	13	33374	7.5756	1.7875e-14
C256_238	DPYSL2	8	26371709	26515693	601	30	33372	7.3226	1.2162e-13
C256_238	DAPK1	9	90112601	90323566	711	64	33361	5.8208	2.9276e-09
C256_238	MMAB	12	109991520	110011358	78	11	33502	7.097	6.3749e-13
C256_238	MVK	12	110011500	110035071	65	12	33475	6.5808	2.3388e-11
C256_245	ZIC4	3	147103835	147124596	33	9	33403	6.4777	4.6571e-11
C256_245	ZIC1	3	147127181	147134506	10	6	33365	5.9996	9.8917e-10
C256_249	C1orf185	1	51442129	51613754	318	23	33431	6.0224	8.5948e-10
C256_249	CPT2	1	53662101	53679869	29	6	33407	6.4364	6.1162e-11
C256_249	C1orf123	1	53679771	53686289	10	2	33483	6.1094	5e-10
C256_249	MAGOH	1	53692564	53704282	22	6	33321	8.0766	3.3307e-16
C256_249	LRP8	1	53708036	53793821	173	26	33362	6.1094	5e-10
C256_249	PAX3	2	223064606	223163715	264	31	33308	6.6976	1.0596e-11
C256_249	REST	4	57774042	57802010	78	14	33452	5.9156	1.6529e-09
C256_249	PAPPA	9	118916071	119164600	409	66	33257	7.9622	8.4535e-16
C256_249	CCDC53	12	102406717	102455902	104	16	33461	6.1798	3.2087e-10
C256_249	NUP37	12	102467967	102514025	101	16	33485	6.2712	1.7916e-10
C256_249	RAD51B	14	68286496	69149889	1949	88	33360	5.8569	2.3584e-09
C256_251	CENPW	6	126660660	126670548	12	4	33448	7.4556	4.4742e-14
C256_251	PRTG	15	55903738	56035847	324	23	33384	6.7925	5.5102e-12
C256_251	CORO6	17	27941774	27949926	9	3	33300	6.4704	4.8873e-11
C256_251	SSH2	17	27952956	28257231	400	17	33435	6.0696	6.4134e-10
C256_251	EFCAB5	17	28256874	28435470	248	15	33456	6.4477	5.6781e-11
C256_251	NSRP1	17	28443821	28513493	102	8	33386	5.9876	1.065e-09
C256_251	CISD3	17	36886510	36891858	11	5	33343	5.9751	1.15e-09
C256_251	IGF2BP1	17	47074774	47133507	101	15	33377	6.5559	2.7645e-11
C256_254	SHFM1	7	96318079	96339203	52	10	33437	5.6311	8.9547e-09
C256_255	ZIC4	3	147103835	147124596	33	9	33403	6.0224	8.5918e-10
C256_29	DAAM1	14	59655329	59838123	560	29	33360	7.0982	6.3179e-13
C256_4	C1orf185	1	51442129	51613754	318	23	33435	6.3066	1.4264e-10
C256_4	RNF11	1	51701945	51739119	42	7	33399	6.1105	4.9658e-10
C256_4	TTC39A	1	51752930	51810785	109	22	33393	6.5654	2.5942e-11
C256_4	KLF7	2	207938861	208031970	270	36	33273	6.4888	4.3273e-11
C256_4	EPHA3	3	89156674	89531284	689	27	33355	6.4713	4.8568e-11
C256_4	PAPPA	9	118916071	119164600	409	66	33261	7.6321	1.1549e-14
C256_4	MAP2K5	15	67835021	68099455	583	24	33428	7.3301	1.1503e-13
C256_4	KATNAL2	18	44497565	44628614	372	23	33441	7.085	6.9518e-13
C256_4	TCEB3B	18	44558943	44561988	17	5	33427	5.8106	3.113e-09
C256_4	HDHD2	18	44633781	44676891	141	17	33468	6.2666	1.8446e-10
C256_4	SKOR2	18	44738460	44775554	91	12	33360	6.1172	4.7602e-10
C256_42	STRN	2	37064841	37193673	346	20	33424	5.6148	9.8411e-09
C256_42	HEATR5B	2	37208153	37311485	304	24	33367	5.9581	1.2757e-09
C256_43	HHIP	4	145567148	145662542	176	14	33437	6.9051	2.509e-12
C256_43	OTUD4	4	146054802	146101768	46	16	33446	5.6726	7.0337e-09
C256_43	GLI3	7	42000547	42277469	798	72	33331	5.9844	1.0858e-09
C256_43	METTL10	10	126434336	126480439	87	12	33381	7.553	2.1261e-14
C256_43	FAM175B	10	126490354	126525239	54	10	33428	7.4799	3.7192e-14
C256_43	DAAM1	14	59655329	59838123	560	29	33359	7.2641	1.878e-13
C256_43	ARHGAP27	17	43471268	43510282	94	6	33344	5.6266	9.189e-09
C256_43	PLEKHM1	17	43513266	43568146	140	7	33366	5.8498	2.4602e-09
C256_43	CRHR1	17	43697710	43913194	994	9	33458	6.5401	3.0731e-11
C256_43	SPPL2C	17	43922256	43924438	17	2	33495	6.4413	5.9238e-11
C256_43	MAPT	17	43971702	44105700	709	5	33452	6.3884	8.3808e-11
C256_43	STH	17	44076616	44077060	1	1	33540	6.3974	7.902e-11
C256_43	KANSL1	17	44107282	44302740	779	4	33345	6.3889	8.3565e-11
C256_43	LRRC37A	17	44316744	44415160	82	5	33125	6.4334	6.2407e-11
C256_43	NSF	17	44668035	44834830	76	8	33378	6.2957	1.5301e-10
C256_43	WNT3	17	44839872	44896126	96	17	33356	6.3818	8.7533e-11
C256_5	C1orf185	1	51442129	51613754	318	23	33435	6.9751	1.5282e-12
C256_5	PARD3B	2	205410516	206484886	2543	129	33364	7.1042	6.0501e-13
C256_5	CDH11	16	64916794	65160015	833	35	33446	5.6839	6.5842e-09
C256_50	C1orf185	1	51442129	51613754	318	23	33435	7.2621	1.9061e-13
C256_50	RNF11	1	51701945	51739119	42	7	33399	7.4378	5.1181e-14
C256_50	TTC39A	1	51752930	51810785	109	22	33393	7.4805	3.7026e-14
C256_50	EPHA3	3	89156674	89531284	689	27	33355	7.682	7.834e-15
C256_50	PLXNA4	7	131808091	132333447	1499	122	33355	6.5849	2.2766e-11
C256_50	PAPPA	9	118916071	119164600	409	66	33261	7.7608	4.2188e-15
C256_50	NTM	11	131240371	132206716	2836	218	33291	6.9262	2.1621e-12
C256_50	ZFP36L1	14	69254372	69263184	18	5	33344	7.5856	1.6542e-14
C256_50	C15orf61	15	67813522	67819641	10	4	33303	8.027	4.996e-16
C256_50	MAP2K5	15	67835021	68099455	583	24	33428	7.9537	9.0492e-16
C256_50	SKOR1	15	68112042	68126498	33	7	33426	5.8945	1.8788e-09
C256_50	DSCAM	21	41384343	42219039	2989	193	33330	6.3012	1.4765e-10
C256_6	LACTBL1	1	23279536	23299524	49	12	33248	6.0535	7.0874e-10
C256_6	C1orf234	1	23337327	23342343	9	3	33341	6.524	3.4233e-11
C256_6	KDM1A	1	23345937	23410184	77	10	33392	6.3147	1.3536e-10
C256_6	LRP8	1	53708036	53793821	173	26	33351	5.7186	5.3699e-09
C256_6	LMX1A	1	165171104	165325952	485	52	33270	5.8989	1.8294e-09
C256_6	ETAA1	2	67624442	67637540	37	6	33441	5.6141	9.8816e-09
C256_6	KLF7	2	207938861	208031970	270	36	33258	7.2935	1.5097e-13
C256_6	REST	4	57774042	57802010	78	14	33441	7.5407	2.337e-14
C256_6	NOA1	4	57829516	57843826	43	10	33346	7.7352	5.1625e-15
C256_6	POLR2B	4	57844944	57897334	156	19	33465	7.8163	2.72e-15
C256_6	RELN	7	103112231	103629963	2051	98	33334	6.6409	1.5593e-11
C256_6	PAPPA	9	118916071	119164600	409	66	33246	6.007	9.4505e-10
C256_6	ASTN2	9	119187504	120177317	3022	146	33336	6.1643	3.5392e-10
C256_6	TRIM32	9	119360147	119463579	273	15	33435	6.8307	4.225e-12
C256_6	ACTR1A	10	104238986	104262580	71	4	33490	5.6927	6.2531e-09
C256_6	CCDC53	12	102406717	102455902	104	16	33450	7.4344	5.2514e-14
C256_6	NUP37	12	102467967	102514025	101	16	33474	7.2853	1.6043e-13
C256_6	PARPBP	12	102513956	102591298	154	15	33456	7.013	1.1665e-12
C256_6	IGF1	12	102789645	102875563	152	22	33390	6.0551	7.0174e-10
C256_6	EXOC5	14	57669194	57735726	115	8	33400	5.629	9.063e-09
C256_6	RAD51B	14	68286496	69149889	1949	88	33349	6.7979	5.3091e-12
C256_6	CRHR1	17	43697710	43913194	994	9	33444	5.8022	3.2717e-09
C256_6	SPPL2C	17	43922256	43924438	17	2	33481	5.8327	2.7271e-09
C256_6	MAPT	17	43971702	44105700	709	5	33438	5.7333	4.924e-09
C256_6	STH	17	44076616	44077060	1	1	33526	5.7288	5.0562e-09
C256_6	KANSL1	17	44107282	44302740	779	4	33331	5.6606	7.5424e-09
C256_6	LRRC37A	17	44316744	44415160	82	5	33111	5.8618	2.2896e-09
C256_6	MACROD2	20	13976146	16033842	6109	309	33345	7.2208	2.585e-13
C256_62	PCCA	13	100741269	101182691	846	42	33311	6.6913	1.1057e-11
C256_7	FAF1	1	50906935	51425936	721	30	33443	6.2646	1.8694e-10
C256_7	C1orf185	1	51442129	51613754	318	23	33434	7.6704	8.5725e-15
C256_7	RNF11	1	51701945	51739119	42	7	33398	6.7238	8.8545e-12
C256_7	TTC39A	1	51752930	51810785	109	22	33392	6.1703	3.4091e-10
C256_7	C1orf123	1	53679771	53686289	10	2	33486	5.7048	5.8238e-09
C256_7	MAGOH	1	53692564	53704282	22	6	33324	5.7141	5.513e-09
C256_7	LRP8	1	53708036	53793821	173	26	33365	5.9096	1.7149e-09
C256_7	MCC	5	112357796	112824527	1865	59	33395	6.1775	3.2565e-10
C256_7	HLA-DRA	6	32407619	32412823	60	9	33535	5.7805	3.725e-09
C256_7	CENPW	6	126660660	126670548	12	4	33447	5.7285	5.0671e-09
C256_7	RELN	7	103112231	103629963	2051	98	33348	9.3556	4.1570999999999994e-21
C256_7	NRIP3	11	9002123	9025596	64	9	33437	5.9968	1.006e-09
C256_7	CCDC53	12	102406717	102455902	104	16	33464	6.3249	1.2672e-10
C256_7	NUP37	12	102467967	102514025	101	16	33488	6.3754	9.1215e-11
C256_7	SKOR2	18	44738460	44775554	91	12	33359	7.2496	2.09e-13
C256_70	DAAM1	14	59655329	59838123	560	29	33360	5.9108	1.702e-09
C256_78	DAAM1	14	59655329	59838123	560	29	33360	6.6075	1.9548e-11
C256_8	C1orf185	1	51442129	51613754	318	23	33432	6.6227	1.7635e-11
C256_8	RNF11	1	51701945	51739119	42	7	33396	6.146	3.974e-10
C256_8	CPT2	1	53662101	53679869	29	6	33408	6.1764	3.2782e-10
C256_8	C1orf123	1	53679771	53686289	10	2	33484	5.7001	5.9865e-09
C256_8	MAGOH	1	53692564	53704282	22	6	33322	6.1357	4.2381e-10
C256_8	LRP8	1	53708036	53793821	173	26	33363	7.5716	1.843e-14
C256_8	SLC44A5	1	75667816	76081698	1011	35	33366	7.1645	3.9023e-13
C256_8	ASB17	1	76384558	76398116	56	11	33430	5.7661	4.0562e-09
C256_8	OSBPL6	2	179059208	179264160	546	39	33357	5.8736	2.1316e-09
C256_8	KLF7	2	207938861	208031970	270	36	33270	7.6062	1.4113e-14
C256_8	REST	4	57774042	57802010	78	14	33453	6.2099	2.6504e-10
C256_8	POLR2B	4	57844944	57897334	156	19	33477	5.7356	4.8579e-09
C256_8	MCC	5	112357796	112824527	1865	59	33393	7.984	7.0809e-16
C256_8	EBF1	5	158122916	158526788	743	57	33394	6.2942	1.5449e-10
C256_8	RELN	7	103112231	103629963	2051	98	33346	10.553	2.451e-26
C256_8	PAPPA	9	118916071	119164600	409	66	33258	6.0523	7.1376e-10
C256_8	NRIP3	11	9002123	9025596	64	9	33435	5.7399	4.7379e-09
C256_8	CCDC53	12	102406717	102455902	104	16	33462	7.2828	1.6348e-13
C256_8	NUP37	12	102467967	102514025	101	16	33486	7.4245	5.6621e-14
C256_8	PARPBP	12	102513956	102591298	154	15	33468	6.0548	7.0309e-10
C256_8	SKOR2	18	44738460	44775554	91	12	33357	5.9946	1.0199e-09
C256_86	ZIC4	3	147103835	147124596	33	9	33403	6.4192	6.8506e-11
C256_86	ZIC1	3	147127181	147134506	10	6	33365	5.9994	9.9002e-10
C256_87	TUSC2	3	50362341	50365668	3	2	33326	5.9676	1.2035e-09
C256_87	NPRL2	3	50384918	50388486	1	1	33119	6.8002	5.223e-12
C256_87	MAGI2	7	77646374	79083121	5149	247	33328	5.8817	2.0303e-09
C256_87	DSCAML1	11	117298489	117667976	1291	101	33323	6.2071	2.699e-10
C256_87	KTN1	14	56046925	56151302	300	11	33440	6.4239	6.6423e-11
C256_87	SMEK1	14	91923955	91976898	131	10	33441	6.6813	1.1839e-11
C256_87	APOBR	16	28505970	28510291	10	3	33378	5.7845	3.6368e-09
C256_87	SULT1A1	16	28616908	28634907	24	6	33231	5.9407	1.419e-09
C256_87	ATXN2L	16	28834369	28848558	25	2	33486	5.9465	1.3693e-09
C256_87	TUFM	16	28853732	28857729	7	2	33541	5.8616	2.2915e-09
C256_87	SH2B1	16	28872939	28885534	17	3	33434	5.9653	1.2207e-09
C256_87	ATP2A1	16	28889192	28915830	32	5	33278	5.6001	1.0713e-08
C256_87	DCC	18	49866542	51062273	4579	110	33403	6.9305	2.0969e-12
C256_87	BCL2L1	20	30252261	30311752	89	8	33309	5.8758	2.1042e-09
C256_87	TPX2	20	30326904	30389605	104	10	33466	5.8524	2.4232e-09
C256_87	MYLK2	20	30407115	30422500	42	7	33467	5.855	2.3844e-09
C256_9	PARD3B	2	205410516	206484886	2543	129	33364	6.3795	8.8815e-11
C256_98	FAF1	1	50906935	51425936	721	30	33443	6.4119	7.1858e-11
C256_98	C1orf185	1	51442129	51613754	318	23	33434	6.9701	1.5838e-12
C256_98	RNF11	1	51701945	51739119	42	7	33398	7.4169	5.9952e-14
C256_98	TTC39A	1	51752930	51810785	109	22	33392	6.1094	5e-10
C256_98	CPT2	1	53662101	53679869	29	6	33410	6.552	2.8384e-11
C256_98	C1orf123	1	53679771	53686289	10	2	33486	6.1094	5e-10
C256_98	MAGOH	1	53692564	53704282	22	6	33324	6.1094	5e-10
C256_98	LRP8	1	53708036	53793821	173	26	33365	7.5651	1.9373e-14
C256_98	KLF7	2	207938861	208031970	270	36	33272	6.3206	1.3026e-10
C256_98	REST	4	57774042	57802010	78	14	33455	7.5831	1.6875e-14
C256_98	NOA1	4	57829516	57843826	43	10	33360	7.7642	4.1078e-15
C256_98	POLR2B	4	57844944	57897334	156	19	33479	7.911	1.2768e-15
C256_98	ZDHHC21	9	14611069	14693480	357	31	33314	6.2828	1.6631e-10
C256_98	PAPPA	9	118916071	119164600	409	66	33260	8.0289	4.9162e-16
C256_98	MLLT10	10	21813540	22032559	204	30	33341	6.1094	5e-10
C256_98	ZFP36L1	14	69254372	69263184	18	5	33343	7.8865	1.5543e-15
C256_98	C15orf61	15	67813522	67819641	10	4	33302	6.2728	1.773e-10
C256_98	MAP2K5	15	67835021	68099455	583	24	33427	7.3815	7.8259e-14
C256_98	GOSR2	17	45000486	45044366	123	12	33435	5.9694	1.191e-09
C256_99	RNF11	1	51701945	51739119	42	7	33399	5.6125	9.9734e-09
C256_99	TTC39A	1	51752930	51810785	109	22	33393	5.6066	1.032e-08
C256_99	DISC1	1	231762561	232177018	1076	105	33310	6.4429	5.8614e-11
C256_99	EPHA3	3	89156674	89531284	689	27	33355	5.6526	7.902e-09
C256_99	PLXNA4	7	131808091	132333447	1499	122	33355	6.6193	1.8039e-11
C256_99	PAPPA	9	118916071	119164600	409	66	33261	6.8638	3.3517e-12
C256_99	FRMD4A	10	13685706	14372866	2622	202	33307	5.7596	4.2159e-09
C256_99	SEMA6D	15	47476403	48066420	1658	60	33349	5.6106	1.0084e-08
C256_99	IQCH	15	67547138	67794142	417	22	33452	6.5041	3.9084e-11
C256_99	C15orf61	15	67813522	67819641	10	4	33303	6.6746	1.2397e-11
C256_99	MAP2K5	15	67835021	68099455	583	24	33428	8.667	2.2187e-18
C256_99	SKOR1	15	68112042	68126498	33	7	33426	6.0453	7.4562e-10
C256_99	C16orf78	16	49407808	49433321	77	9	33398	7.7677	3.9968e-15
C256_99	KATNAL2	18	44497565	44628614	372	23	33441	7.3513	9.8122e-14
C256_99	TCEB3B	18	44558943	44561988	17	5	33427	6.0996	5.3173e-10
C256_99	HDHD2	18	44633781	44676891	141	17	33468	6.5211	3.4898e-11
C256_99	SKOR2	18	44738460	44775554	91	12	33360	6.0115	9.1915e-10
C512_1	TIE1	1	43766566	43788781	31	5	33346	6.6374	1.5966e-11
C512_1	MPL	1	43803475	43820135	16	5	33416	6.7302	8.4687e-12
C512_1	CDC20	1	43824626	43828874	5	3	33505	7.1239	5.2458e-13
C512_1	ELOVL1	1	43829068	43833745	8	5	33371	6.9666	1.6237e-12
C512_1	SZT2	1	43855556	43919918	97	10	33458	6.3586	1.0177e-10
C512_1	HYI	1	43916674	43919938	6	3	33461	6.238	2.2165e-10
C512_1	KLF3	4	38665790	38703129	80	18	33242	6.5553	2.7762e-11
C512_1	TMEM161B	5	87485450	87564665	120	18	33283	5.8824	2.0224e-09
C512_1	HIST1H2BE	6	26184024	26184458	2	1	33541	5.7264	5.1295e-09
C512_1	RUNX2	6	45296054	45518819	536	46	33414	6.4446	5.7957e-11
C512_1	KTN1	14	56046925	56151302	300	11	33440	6.5768	2.404e-11
C512_1	AKAP10	17	19807765	19881169	111	10	33388	6.8844	2.9013e-12
C512_1	SPECC1	17	19912649	20218072	682	20	33438	6.5168	3.5901e-11
C512_1	DCC	18	49866542	51062273	4579	110	33403	7.0765	7.3895e-13
C512_1	TSSK6	19	19625028	19626469	1	1	33541	5.7849	3.6287e-09
C512_1	VPS16	20	2821373	2847378	72	6	33369	7.3731	8.3322e-14
C512_1	PTPRA	20	2844841	3019316	277	15	33394	5.9539	1.3094e-09
C512_1	ENTPD6	20	25176327	25207365	99	13	33380	5.9688	1.1949e-09
C512_1	PYGB	20	25228706	25278648	179	12	33435	6.7494	7.4226e-12
C512_1	ABHD12	20	25275379	25371618	243	12	33476	6.4252	6.5836e-11
C512_1	GINS1	20	25388323	25429191	104	9	33476	6.4771	4.6765e-11
C512_1	NINL	20	25433333	25566167	323	19	33469	5.9427	1.4021e-09
C512_1	DEFB115	20	29845467	29847435	5	2	33414	5.7951	3.4132e-09
C512_1	DEFB119	20	29964966	29978452	41	10	33435	6.5503	2.8717e-11
C512_1	DEFB121	20	29992648	30006314	39	6	33424	6.801	5.1962e-12
C512_1	DEFB124	20	30053309	30060816	15	5	33153	5.7513	4.4287e-09
C512_1	REM1	20	30063091	30072708	18	7	33300	6.7372	8.0745e-12
C512_1	HM13	20	30102213	30158178	110	7	33431	6.4393	6.003e-11
C512_1	ID1	20	30193086	30194318	5	2	33381	6.407	7.4186e-11
C512_1	COX4I2	20	30225685	30232837	13	2	33155	6.8832	2.9259e-12
C512_1	BCL2L1	20	30252261	30311752	89	8	33309	6.1094	5e-10
C512_1	TPX2	20	30326904	30389605	104	10	33466	6.1094	5e-10
C512_1	MYLK2	20	30407115	30422500	42	7	33467	7.6965	6.9944e-15
C512_1	FOXS1	20	30432103	30433420	2	1	33333	5.8749	2.1152e-09
C512_1	DUSP15	20	30435441	30458479	51	16	33323	7.0317	1.0204e-12
C512_10	PRTG	15	55903738	56035847	324	23	33384	6.6459	1.5068e-11
C512_10	CISD3	17	36886510	36891858	11	5	33343	5.8818	2.0292e-09
C512_10	IGF2BP1	17	47074774	47133507	101	15	33377	5.749	4.4881e-09
C512_101	METTL10	10	126434336	126480439	87	12	33382	6.4733	4.794e-11
C512_101	NAV3	12	78224685	78606790	1216	75	33363	6.3174	1.3304e-10
C512_107	ZIC4	3	147103835	147124596	33	9	33402	7.3382	1.0825e-13
C512_107	ZIC1	3	147127181	147134506	10	6	33364	6.8851	2.8881e-12
C512_110	GMNC	3	190570526	190610190	95	18	33313	7.6073	1.3989e-14
C512_114	MIR1-1HG	20	61147660	61167971	104	13	33078	6.3631	9.8892e-11
C512_115	ZIC4	3	147103835	147124596	33	9	33403	6.0968	5.4091e-10
C512_116	C1orf185	1	51442129	51613754	318	23	33434	6.7503	7.3765e-12
C512_116	RNF11	1	51701945	51739119	42	7	33398	7.5712	1.8485e-14
C512_116	TTC39A	1	51752930	51810785	109	22	33392	7.5317	2.5036e-14
C512_116	LRP8	1	53708036	53793821	173	26	33365	5.9079	1.7326e-09
C512_116	REST	4	57774042	57802010	78	14	33455	6.1094	5e-10
C512_116	NOA1	4	57829516	57843826	43	10	33360	6.8611	3.4174e-12
C512_116	POLR2B	4	57844944	57897334	156	19	33479	6.7312	8.4135e-12
C512_116	ZFHX4	8	77593515	77779521	368	32	33431	6.6965	1.0673e-11
C512_116	PAPPA	9	118916071	119164600	409	66	33260	6.7494	7.4218e-12
C512_116	ZFP36L1	14	69254372	69263184	18	5	33343	7.8357	2.3315e-15
C512_116	MAP2K5	15	67835021	68099455	583	24	33427	6.2019	2.7891e-10
C512_118	RABGAP1	9	125703288	125867147	293	17	33462	5.9244	1.5668e-09
C512_118	STRBP	9	125878338	126030855	166	23	33445	6.0386	7.7744e-10
C512_118	METTL10	10	126434336	126480439	87	12	33382	5.7442	4.6175e-09
C512_118	WIF1	12	65444404	65515346	114	15	33373	6.1094	5e-10
C512_118	LEMD3	12	65563351	65642141	86	13	33440	6.1094	5e-10
C512_118	MSRB3	12	65672423	65860687	269	21	33412	8.2291	9.4297e-17
C512_12	EPHA3	3	89156674	89531284	689	27	33349	6.1111	4.9478e-10
C512_12	MACROD2	20	13976146	16033842	6109	309	33353	7.7533	4.4768e-15
C512_120	DAAM1	14	59655329	59838123	560	29	33359	6.8392	3.9815e-12
C512_123	P4HA2	5	131528299	131563556	67	13	33362	5.9009	1.8078e-09
C512_123	DAAM1	14	59655329	59838123	560	29	33359	6.7055	1.0037e-11
C512_13	DAAM1	14	59655329	59838123	560	29	33359	6.8358	4.0775e-12
C512_133	TTC39A	1	51752930	51810785	109	22	33393	5.9647	1.2258e-09
C512_139	PARD3B	2	205410516	206484886	2543	129	33363	6.2592	1.9353e-10
C512_14	CPT2	1	53662101	53679869	29	6	33411	6.0439	7.5193e-10
C512_14	MAGOH	1	53692564	53704282	22	6	33325	5.9168	1.6409e-09
C512_14	LRP8	1	53708036	53793821	173	26	33366	6.9374	1.9972e-12
C512_14	MOV10	1	113217048	113243368	53	9	33460	5.8517	2.4334e-09
C512_14	BTN3A2	6	26365387	26378548	98	8	33494	6.3963	7.9608e-11
C512_14	BTN2A1	6	26458132	26476849	61	12	33481	6.6816	1.1818e-11
C512_14	RELN	7	103112231	103629963	2051	98	33349	9.5437	6.8925e-22
C512_14	NUAK1	12	106457125	106533811	194	35	33284	5.8957	1.8652e-09
C512_14	ALDH1A2	15	58245622	58358121	331	15	33331	7.0236	1.0811e-12
C512_14	DSCAM	21	41384343	42219039	2989	193	33330	5.951	1.3323e-09
C512_140	RUNX2	6	45296054	45518819	536	46	33402	6.3654	9.736e-11
C512_140	ENO4	10	118608741	118642112	50	11	33341	6.54	3.076e-11
C512_140	KIAA1598	10	118642888	118886097	290	21	33272	6.1406	4.1109e-10
C512_140	ANKRD42	11	82904754	82967719	128	18	33355	6.6396	1.5728e-11
C512_140	CCDC90B	11	82972498	82997445	70	9	33426	7.2673	1.8341e-13
C512_140	DLG2	11	83166055	85338314	6034	184	33355	5.9368	1.4531e-09
C512_140	DSCAML1	11	117298489	117667976	1291	101	33311	7.2277	2.4565e-13
C512_140	KTN1	14	56046925	56151302	300	11	33428	6.4134	7.1167e-11
C512_140	DCC	18	49866542	51062273	4579	110	33391	9.3467	4.523099999999999e-21
C512_140	BCL2L1	20	30252261	30311752	89	8	33297	7.5648	1.9429e-14
C512_140	TPX2	20	30326904	30389605	104	10	33454	7.5548	2.0983e-14
C512_140	MYLK2	20	30407115	30422500	42	7	33455	6.9178	2.2931e-12
C512_140	FOXS1	20	30432103	30433420	2	1	33321	6.1094	5e-10
C512_141	ZIC4	3	147103835	147124596	33	9	33401	5.9918	1.0376e-09
C512_142	KLF3	4	38665790	38703129	80	18	33241	5.7555	4.3203e-09
C512_142	TMEM161B	5	87485450	87564665	120	18	33282	7.2	3.0109e-13
C512_142	ENO4	10	118608741	118642112	50	11	33352	5.8848	1.9923e-09
C512_142	KIAA1598	10	118642888	118886097	290	21	33283	6.3598	1.0104e-10
C512_142	ANKRD42	11	82904754	82967719	128	18	33366	5.848	2.4883e-09
C512_142	CCDC90B	11	82972498	82997445	70	9	33437	6.3681	9.5668e-11
C512_142	DSCAML1	11	117298489	117667976	1291	101	33322	6.882	2.9502e-12
C512_142	KTN1	14	56046925	56151302	300	11	33439	6.4565	5.3563e-11
C512_142	DCC	18	49866542	51062273	4579	110	33402	9.2616	1.0072e-20
C512_142	VPS16	20	2821373	2847378	72	6	33368	5.8286	2.7939e-09
C512_142	REM1	20	30063091	30072708	18	7	33299	5.8351	2.6885e-09
C512_142	HM13	20	30102213	30158178	110	7	33430	7.6243	1.2268e-14
C512_142	ID1	20	30193086	30194318	5	2	33380	6.2591	1.9363e-10
C512_142	COX4I2	20	30225685	30232837	13	2	33154	7.216	2.6773e-13
C512_142	BCL2L1	20	30252261	30311752	89	8	33308	7.6925	7.2164e-15
C512_142	TPX2	20	30326904	30389605	104	10	33465	6.1094	5e-10
C512_142	MYLK2	20	30407115	30422500	42	7	33466	6.1094	5e-10
C512_142	FOXS1	20	30432103	30433420	2	1	33332	6.1094	5e-10
C512_142	DUSP15	20	30435441	30458479	51	16	33322	6.2655	1.8578e-10
C512_15	CD101	1	117544372	117579173	90	20	33362	6.1635	3.5575e-10
C512_15	GRB14	2	165349323	165478360	198	30	33222	6.4918	4.242e-11
C512_15	TMEM167A	5	82348665	82373272	61	7	33487	6.1827	3.1512e-10
C512_15	XRCC4	5	82373317	82649579	673	28	33413	6.7702	6.4287e-12
